### RESET
### LABEL HIPPARCUS
### NAME_COL 0
### RA_COL 1
### DEC_COL 2
### MAG_COL 3
### MAG_BAND V
### SPEC_COL 8
### RA_DEC_TYPE 0


# List of A0V stars in the Hipparcos Catalogue.
#
# Taken from http://www.gemini.edu/sciops/instruments/nir/specstandards/A0V.html
#
# ID	RA		Dec		VMag	Plax	PM(RA)	PM(Dec)	CCDM		Sp. Type	
28910	06:06:09.32	-14:56:06.8	4.67	19.14	-16.87	13.16	--------	A0V
28960	06:06:42.84	-22:24:10.6	8.73	5.00	-8.86	8.89	--------	A0V
29031	06:07:30.77	-36:18:34.0	7.80	4.86	3.35	-12.29	--------	A0V
29064	06:07:52.86	-42:09:14.5	5.50	12.48	-11.08	-17.37	06079-4209	A0V
29088	06:08:09.06	-19:25:54.3	8.21	3.86	-3.43	0.29	--------	A0V
29150	06:08:57.87	-22:25:38.6	5.49	12.77	-3.85	-52.83	--------	A0V
29152	06:08:57.85	-38:03:53.3	8.00	6.45	-2.66	-4.83	--------	A0V
29194	06:09:29.28	-24:14:58.7	8.37	0.88	-2.66	7.08	--------	A0V
29304	06:10:39.93	-45:16:55.1	6.28	4.92	-1.09	7.78	--------	A0V
29340	06:11:07.98	-28:35:53.2	8.40	3.07	-7.31	-0.46	--------	A0V
29371	06:11:27.91	+13:38:18.8	6.04	7.58	-4.90	-17.81	--------	A0Vnn
29469	06:12:32.30	-22:33:39.0	8.27	3.15	-5.78	6.80	--------	A0V
29507	06:12:59.17	-28:27:49.0	7.28	7.12	-2.12	20.63	--------	A0V
29567	06:13:44.66	-18:45:26.8	9.08	3.34	2.25	0.52	--------	A0V
29619	06:14:30.30	-29:36:15.5	6.98	6.09	-9.31	0.13	06145-2936	A0V
29710	06:15:29.19	-32:32:04.9	8.18	2.83	1.50	20.57	--------	A0V
29729	06:15:40.46	-46:07:55.2	8.29	2.45	-4.77	20.49	--------	A0V
29816	06:16:45.01	-43:38:38.2	7.34	6.60	-5.18	5.68	--------	A0V
29851	06:17:07.93	-22:22:27.6	7.03	9.34	4.47	-18.95	--------	A0V
29881	06:17:33.31	+14:03:31.2	6.59	3.09	-1.52	-2.67	--------	A0V
29893	06:17:40.83	-40:39:30.6	8.00	4.90	-6.64	15.09	--------	A0V
29909	06:17:50.87	+19:27:25.7	7.52	2.47	3.99	-13.04	--------	A0V
29942	06:18:14.11	-72:07:55.9	7.76	4.67	-1.73	27.26	--------	A0V
29966	06:18:29.76	-14:35:53.9	8.37	2.62	3.77	-4.34	--------	A0V
29997	06:18:50.78	+69:19:11.2	4.76	18.55	-1.64	-101.65	--------	A0Vn
30017	06:19:00.07	-43:35:22.6	9.12	1.42	-8.25	10.79	--------	A0V
30054	06:19:28.47	-42:53:10.8	8.07	4.69	-9.50	12.19	--------	A0V
30090	06:19:58.72	-20:31:51.9	8.19	3.87	2.81	-8.32	--------	A0V
30140	06:20:34.80	-16:08:16.3	9.48	6.51	-0.87	8.85	--------	A0Vn...
30155	06:20:43.29	+15:41:39.1	8.98	0.32	-3.01	-3.23	--------	A0V
30184	06:21:02.84	-17:57:27.1	8.09	1.65	-0.07	-5.23	--------	A0V
30193	06:21:08.80	-16:40:37.8	8.03	5.76	-12.45	12.33	--------	A0V
30295	06:22:20.50	-19:05:51.2	8.90	0.79	-3.72	-4.59	--------	A0V
30360	06:23:07.82	-70:56:41.2	8.10	3.14	-0.73	22.68	--------	A0V
30463	06:24:13.84	-60:16:52.7	5.78	11.37	-30.78 	29.99	--------	A0V
30583	06:25:40.48	-29:42:10.7	6.89	2.51	-3.63	-1.78	--------	A0V
30594	06:25:46.53	+02:16:18.0	6.51	5.89	-2.08	-17.20	--------	A0V
30626	06:26:09.49	-41:38:12.8	7.96	3.34	-10.51	-0.21	--------	A0V
30642	06:26:22.94	-13:43:11.5	8.45	1.97	-0.29	-2.00	--------	A0V
30662	06:26:36.85	-15:31:02.4	8.77	3.98	-7.06	7.81	--------	A0V
30672	06:26:43.62	-44:04:02.9	7.70	4.38	4.86	10.76	--------	A0V
30681	06:26:50.45	-17:59:24.6	9.34	1.42	-0.80	2.62	--------	A0V
30760	06:27:48.62	-62:08:59.7	6.61	12.66	0.95	24.79	--------	A0V
30762	06:27:50.96	+47:24:17.7	6.55	10.41	-28.45	3.46	--------	A0V
30918	06:29:21.32	-17:48:47.2	8.06	2.48	-1.65	-2.34	06294-1749	A0V
30967	06:30:00.62	-31:10:28.0	7.55	4.37	-6.03	4.17	--------	A0V
31094	06:31:30.31	-20:44:03.6	8.85	1.22	5.63	-17.66	--------	A0V
31284	06:33:39.83	-26:19:46.6	7.20	5.88	-7.60	1.41	--------	A0V
31298	06:33:49.37	-33:02:18.2	8.15	6.03	0.25	8.04	--------	A0V
31385	06:34:46.32	+07:34:20.9	6.44	9.01	-16.76	-7.43	06348+0734	A0Vs
31434	06:35:12.06	+28:01:20.2	5.26	7.30	-0.41	-12.46	--------	A0Vnn
31460	06:35:25.01	-13:17:44.2	9.08	2.86	-5.92	6.39	--------	A0V
31654	06:37:30.47	-25:09:17.1	8.46	2.61	-2.51	-3.23	--------	A0V
31679	06:37:42.57	-44:29:44.4	7.71	3.30	1.31	6.06	--------	A0V
31778	06:38:41.35	-46:10:30.5	8.38	3.08	-8.03	11.05	--------	A0V
31785	06:38:45.61	-16:15:39.1	7.10	9.89	4.76	-5.82	--------	A0V
31844	06:39:28.96	-21:47:08.4	8.39	3.63	-6.12	1.70	--------	A0V
31859	06:39:36.22	-23:41:44.3	6.05	5.31	4.40	-7.84	06396-2342	A0V
31882	06:39:54.03	-26:47:16.4	8.32	2.59	-5.86	1.86	--------	A0V
32013	06:41:18.13	-40:17:34.2	7.78	4.62	-2.82	-3.38	--------	A0V
32106	06:42:25.55	-67:50:35.1	6.72	7.58	-20.68	37.45	--------	B9.5/A0V
32136	06:42:40.44	-36:37:49.4	7.86	4.79	-12.76	7.75	--------	A0V
32171	06:43:02.27	-13:41:53.1	7.14	5.93	-4.90	-21.64	--------	A0V
32175	06:43:06.05	-29:14:14.3	7.28	4.85	-2.23	2.20	--------	A0V
32278	06:44:20.37	-17:50:35.7	8.65	7.26	6.35	-11.28	--------	A0V
32479	06:46:43.47	-33:40:08.0	8.53	1.78	-2.66	-4.12	--------	A0V
32549	06:47:28.81	+69:37:44.7	8.24	2.17	-1.69	-8.62	--------	A0V
32816	06:50:27.87	-23:04:25.0	10.06	2.46	-5.12	6.93	--------	A0V
32836	06:50:42.02	-22:59:38.2	9.25	5.42	-4.95	7.45	--------	A0V
33126	06:53:55.46	-24:32:19.4	6.23	6.91	-4.22	1.44	--------	A0V
33137	06:54:01.69	-27:45:36.0	8.33	3.81	-7.18	16.67	--------	A0V
33273	06:55:15.87	-70:29:20.6	7.07	4.23	1.09	15.61	--------	A0V
33297	06:55:34.62	+08:19:27.3	6.28	9.74	-23.05	-1.88	--------	A0V
33359	06:56:17.89	-38:36:34.7	7.68	6.26	-16.18	9.51	--------	A0Vn
